date,datetime,cash_type,card,money,coffee_name
2023-10-11,2023-10-11 10:30:35.971,card,ANON-0000-0000-0242,32.6,Special Brew 7
2025-10-11,2025-10-11 13:05:01.403,card,ANON-0000-0000-0740,35.34,Caramel Dream
2023-10-11,2023-10-11 13:29:02.457,card,ANON-0000-0000-0012,23.88,Midnight Roast
2024-10-11,2024-10-11 13:30:09.021,card,ANON-0000-0000-0012,23.23,Midnight Roast
2024-10-11,2024-10-11 14:33:40.535,card,ANON-0000-0000-0745,34.03,Special Brew 3
2023-10-11,2023-10-11 14:35:29.312,card,ANON-0000-0000-0745,25.78,Midnight Roast
2025-10-11,2025-10-11 14:50:08.761,card,ANON-0000-0000-0714,36.73,Velvet Cloud
2025-10-11,2025-10-11 17:12:07.333,card,ANON-0000-0000-0746,33.87,Caramel Dream
2024-10-11,2024-10-11 17:13:21.597,card,ANON-0000-0000-0746,36.09,Choco Bliss
2024-10-11,2024-10-11 17:26:11.166,card,ANON-0000-0000-0747,32.84,Choco Bliss
2023-10-11,2023-10-11 21:48:37.720,card,ANON-0000-0000-0690,38.56,Caramel Dream
2025-10-11,2025-10-11 21:53:53.607,card,ANON-0000-0000-0748,29.16,Special Brew 1
2025-10-11,2025-10-11 22:36:27.633,card,ANON-0000-0000-0749,33.17,Choco Bliss
2024-10-11,2024-10-11 22:37:26.701,card,ANON-0000-0000-0749,38.44,Choco Bliss
2024-10-12,2024-10-12 08:28:15.518,card,ANON-0000-0000-0141,26.53,Special Brew 1
2025-10-12,2025-10-12 10:31:38.899,card,ANON-0000-0000-0650,23.59,Special Brew 7
2023-10-12,2023-10-12 10:32:55.522,card,ANON-0000-0000-0650,26.8,Special Brew 1
2024-10-12,2024-10-12 11:52:15.499,card,ANON-0000-0000-0507,37.95,Caramel Dream
2024-10-12,2024-10-12 11:53:41.093,card,ANON-0000-0000-0750,30.08,Special Brew 7
2025-10-12,2025-10-12 13:18:47.055,card,ANON-0000-0000-0751,35.91,Velvet Cloud
2023-10-12,2023-10-12 20:10:53.912,card,ANON-0000-0000-0507,37.69,Caramel Dream
2023-10-13,2023-10-13 09:54:55.187,card,ANON-0000-0000-0141,23.31,Special Brew 10
2025-10-13,2025-10-13 12:20:46.595,card,ANON-0000-0000-0752,31.78,Special Brew 9
2024-10-13,2024-10-13 13:32:29.520,card,ANON-0000-0000-0650,24.37,Special Brew 10
2023-10-13,2023-10-13 13:33:29.385,card,ANON-0000-0000-0650,20.62,Urban Kick
2024-10-13,2024-10-13 13:34:25.907,card,ANON-0000-0000-0650,26.2,Special Brew 6
2023-10-13,2023-10-13 17:53:20.717,card,ANON-0000-0000-0507,37.62,Caramel Dream
2025-10-13,2025-10-13 17:54:22.430,card,ANON-0000-0000-0507,36.63,Caramel Dream
2025-10-13,2025-10-13 18:22:58.819,card,ANON-0000-0000-0753,34.56,Velvet Cloud
2025-10-13,2025-10-13 20:43:04.928,card,ANON-0000-0000-0257,37.3,Velvet Cloud
2023-10-14,2023-10-14 08:26:54.639,card,ANON-0000-0000-0276,32.83,Special Brew 6
2024-10-14,2024-10-14 09:49:54.551,card,ANON-0000-0000-0754,36.78,Special Brew 7
2025-10-14,2025-10-14 10:27:51.106,card,ANON-0000-0000-0141,24.77,Special Brew 6
2024-10-14,2024-10-14 10:38:06.758,card,ANON-0000-0000-0440,33.48,Caramel Dream
2023-10-14,2023-10-14 10:39:13.716,card,ANON-0000-0000-0440,33.21,Caramel Dream
2025-10-14,2025-10-14 11:23:50.576,card,ANON-0000-0000-0755,38.47,Velvet Cloud
2025-10-14,2025-10-14 11:25:37.299,card,ANON-0000-0000-0225,28.81,Midnight Roast
2025-10-14,2025-10-14 11:26:45.245,card,ANON-0000-0000-0225,28.61,Midnight Roast
2025-10-14,2025-10-14 14:36:07.136,card,ANON-0000-0000-0756,34.95,Caramel Dream
2023-10-14,2023-10-14 14:49:51.462,card,ANON-0000-0000-0507,36.91,Caramel Dream
2024-10-14,2024-10-14 16:37:47.466,card,ANON-0000-0000-0757,27.22,Midnight Roast
2025-10-14,2025-10-14 18:19:19.191,card,ANON-0000-0000-0758,33.03,Caramel Dream
2024-10-14,2024-10-14 18:20:20.584,card,ANON-0000-0000-0758,35.5,Velvet Cloud
2023-10-14,2023-10-14 22:08:53.730,card,ANON-0000-0000-0759,37.14,Caramel Dream
2023-10-14,2023-10-14 22:10:23.672,card,ANON-0000-0000-0760,37.48,Caramel Dream
2024-10-14,2024-10-14 22:21:53.865,card,ANON-0000-0000-0510,38.75,Caramel Dream
2025-10-15,2025-10-15 08:14:28.667,card,ANON-0000-0000-0141,27.55,Special Brew 2
2024-10-15,2024-10-15 08:34:17.867,card,ANON-0000-0000-0761,22.43,Urban Kick
2025-10-15,2025-10-15 11:13:21.963,card,ANON-0000-0000-0762,36.12,Choco Bliss
2023-10-15,2023-10-15 11:15:20.622,card,ANON-0000-0000-0736,34.34,Caramel Dream
2025-10-15,2025-10-15 11:16:27.469,card,ANON-0000-0000-0736,32.92,Choco Bliss
2024-10-15,2024-10-15 13:00:43.233,card,ANON-0000-0000-0763,38.21,Caramel Dream
2024-10-15,2024-10-15 13:15:44.836,card,ANON-0000-0000-0764,28.41,Special Brew 3
2023-10-15,2023-10-15 15:32:11.278,card,ANON-0000-0000-0683,34.73,Caramel Dream
2024-10-15,2024-10-15 15:54:16.513,card,ANON-0000-0000-0765,25.28,Midnight Roast
2023-10-15,2023-10-15 15:55:19.039,card,ANON-0000-0000-0765,23.46,Urban Kick
2024-10-15,2024-10-15 17:04:11.335,card,ANON-0000-0000-0766,38.65,Choco Bliss
2025-10-15,2025-10-15 19:22:21.379,card,ANON-0000-0000-0767,23.83,Midnight Roast
2024-10-15,2024-10-15 19:23:17.353,card,ANON-0000-0000-0767,35.06,Special Brew 5
2024-10-15,2024-10-15 20:11:14.884,card,ANON-0000-0000-0507,37.25,Caramel Dream
2024-10-15,2024-10-15 20:12:28.631,card,ANON-0000-0000-0507,38.69,Caramel Dream
2025-10-15,2025-10-15 21:18:08.409,card,ANON-0000-0000-0040,35.01,Choco Bliss
2025-10-15,2025-10-15 21:35:19.943,card,ANON-0000-0000-0040,33.7,Choco Bliss
2024-10-15,2024-10-15 22:15:19.653,card,ANON-0000-0000-0690,36.33,Caramel Dream
2025-10-16,2025-10-16 08:21:26.013,card,ANON-0000-0000-0276,33.43,Special Brew 1
2025-10-16,2025-10-16 08:36:23.588,card,ANON-0000-0000-0696,34.01,Choco Bliss
2023-10-16,2023-10-16 09:25:51.175,card,ANON-0000-0000-0570,36.23,Caramel Dream
2023-10-16,2023-10-16 10:15:47.944,card,ANON-0000-0000-0571,28.85,Special Brew 9
2025-10-16,2025-10-16 10:16:53.739,card,ANON-0000-0000-0571,28.47,Special Brew 3
2025-10-16,2025-10-16 10:45:24.963,card,ANON-0000-0000-0333,32.49,Special Brew 6
2025-10-16,2025-10-16 11:49:44.633,card,ANON-0000-0000-0768,26.22,Midnight Roast
2023-10-16,2023-10-16 12:29:44.254,card,ANON-0000-0000-0769,32.77,Special Brew 2
2023-10-16,2023-10-16 13:20:10.470,card,ANON-0000-0000-0764,25.42,Midnight Roast
2024-10-16,2024-10-16 16:45:29.537,card,ANON-0000-0000-0770,35.42,Caramel Dream
2025-10-16,2025-10-16 17:43:20.657,card,ANON-0000-0000-0510,33.33,Special Brew 9
2024-10-16,2024-10-16 19:37:42.411,card,ANON-0000-0000-0771,30.08,Special Brew 9
2025-10-16,2025-10-16 19:38:36.648,card,ANON-0000-0000-0771,33.69,Special Brew 9
2025-10-16,2025-10-16 21:20:28.533,card,ANON-0000-0000-0772,36.3,Choco Bliss
2024-10-17,2024-10-17 07:47:00.921,card,ANON-0000-0000-0696,35.71,Caramel Dream
2023-10-17,2023-10-17 07:58:06.763,card,ANON-0000-0000-0570,38.15,Caramel Dream
2024-10-17,2024-10-17 09:24:27.162,card,ANON-0000-0000-0773,33.44,Special Brew 6
2023-10-17,2023-10-17 10:26:37.790,card,ANON-0000-0000-0510,33.39,Caramel Dream
2025-10-17,2025-10-17 10:44:54.232,card,ANON-0000-0000-0313,35.69,Choco Bliss
2024-10-17,2024-10-17 11:59:26.853,card,ANON-0000-0000-0774,31.62,Special Brew 7
2023-10-17,2023-10-17 13:57:24.895,card,ANON-0000-0000-0775,36.22,Caramel Dream
2024-10-17,2024-10-17 14:34:42.598,card,ANON-0000-0000-0776,26.46,Midnight Roast
2024-10-17,2024-10-17 16:37:12.586,card,ANON-0000-0000-0702,32.96,Choco Bliss
2024-10-17,2024-10-17 16:38:17.969,card,ANON-0000-0000-0702,33.49,Choco Bliss
2025-10-17,2025-10-17 16:39:09.606,card,ANON-0000-0000-0702,38.0,Caramel Dream
2024-10-17,2024-10-17 16:48:35.857,card,ANON-0000-0000-0777,34.56,Choco Bliss
2023-10-17,2023-10-17 16:49:33.156,card,ANON-0000-0000-0777,35.5,Choco Bliss
2025-10-17,2025-10-17 17:08:27.751,card,ANON-0000-0000-0258,36.96,Velvet Cloud
2024-10-17,2024-10-17 17:09:30.303,card,ANON-0000-0000-0258,35.88,Choco Bliss
2024-10-17,2024-10-17 19:43:12.167,card,ANON-0000-0000-0507,38.46,Caramel Dream
2023-10-17,2023-10-17 20:11:36.404,card,ANON-0000-0000-0778,30.3,Special Brew 5
2025-10-17,2025-10-17 21:46:12.945,card,ANON-0000-0000-0779,38.22,Caramel Dream
2025-10-17,2025-10-17 21:47:20.461,card,ANON-0000-0000-0779,33.2,Caramel Dream
2023-10-17,2023-10-17 21:48:31.699,card,ANON-0000-0000-0779,35.38,Caramel Dream
2023-10-17,2023-10-17 21:49:54.619,card,ANON-0000-0000-0779,36.9,Choco Bliss
2024-10-18,2024-10-18 08:41:59.489,card,ANON-0000-0000-0012,35.81,Special Brew 7
2025-10-18,2025-10-18 08:42:59.176,card,ANON-0000-0000-0054,38.37,Special Brew 8
2024-10-18,2024-10-18 09:32:41.501,card,ANON-0000-0000-0003,36.33,Special Brew 9
2023-10-18,2023-10-18 09:34:08.021,card,ANON-0000-0000-0003,35.72,Special Brew 4
2024-10-18,2024-10-18 09:55:20.229,card,ANON-0000-0000-0780,37.77,Velvet Cloud
2025-10-18,2025-10-18 11:54:58.816,card,ANON-0000-0000-0780,35.85,Velvet Cloud
2025-10-18,2025-10-18 14:51:04.117,card,ANON-0000-0000-0781,38.26,Caramel Dream
2024-10-18,2024-10-18 14:52:15.325,card,ANON-0000-0000-0781,34.42,Velvet Cloud
2025-10-18,2025-10-18 15:39:19.970,card,ANON-0000-0000-0683,24.59,Midnight Roast
2024-10-18,2024-10-18 16:09:57.876,card,ANON-0000-0000-0782,34.46,Caramel Dream
2023-10-18,2023-10-18 17:45:38.978,card,ANON-0000-0000-0783,35.22,Choco Bliss
2025-10-18,2025-10-18 21:14:40.243,card,ANON-0000-0000-0012,36.8,Special Brew 7
2024-10-18,2024-10-18 21:15:22.513,card,ANON-0000-0000-0012,33.35,Special Brew 6
2025-10-18,2025-10-18 21:52:23.408,card,ANON-0000-0000-0784,31.31,Special Brew 4
2023-10-18,2023-10-18 22:03:26.964,card,ANON-0000-0000-0690,36.73,Caramel Dream
2023-10-19,2023-10-19 08:34:13.654,card,ANON-0000-0000-0785,30.05,Special Brew 5
2025-10-19,2025-10-19 13:22:06.088,card,ANON-0000-0000-0019,34.29,Caramel Dream
2025-10-19,2025-10-19 14:10:32.609,card,ANON-0000-0000-0355,38.02,Velvet Cloud
2023-10-19,2023-10-19 15:56:55.218,card,ANON-0000-0000-0507,34.26,Choco Bliss
2024-10-19,2024-10-19 15:59:24.076,card,ANON-0000-0000-0507,37.58,Caramel Dream
2024-10-19,2024-10-19 16:02:45.831,card,ANON-0000-0000-0494,33.32,Caramel Dream
2024-10-19,2024-10-19 16:17:42.515,card,ANON-0000-0000-0696,33.73,Caramel Dream
2024-10-19,2024-10-19 21:46:45.517,card,ANON-0000-0000-0690,37.27,Special Brew 9
2025-10-19,2025-10-19 22:46:37.697,card,ANON-0000-0000-0786,36.47,Velvet Cloud
2024-10-20,2024-10-20 08:40:43.966,card,ANON-0000-0000-0570,35.1,Caramel Dream
2023-10-20,2023-10-20 08:41:50.471,card,ANON-0000-0000-0570,34.73,Special Brew 5
2023-10-20,2023-10-20 11:16:51.841,card,ANON-0000-0000-0787,36.99,Caramel Dream
2024-10-20,2024-10-20 14:28:46.044,card,ANON-0000-0000-0650,36.4,Choco Bliss
2023-10-20,2023-10-20 14:29:43.545,card,ANON-0000-0000-0650,23.84,Special Brew 2
2023-10-20,2023-10-20 15:52:45.055,card,ANON-0000-0000-0455,32.03,Special Brew 3
2025-10-20,2025-10-20 16:45:09.783,card,ANON-0000-0000-0788,33.66,Caramel Dream
2023-10-20,2023-10-20 16:46:04.815,card,ANON-0000-0000-0788,32.77,Caramel Dream
2025-10-20,2025-10-20 17:27:05.827,card,ANON-0000-0000-0507,37.7,Caramel Dream
2023-10-20,2023-10-20 18:34:16.387,card,ANON-0000-0000-0012,36.64,Special Brew 6
2025-10-20,2025-10-20 18:35:08.162,card,ANON-0000-0000-0012,34.26,Special Brew 5
2025-10-20,2025-10-20 21:14:18.045,card,ANON-0000-0000-0789,37.41,Choco Bliss
2025-10-20,2025-10-20 21:15:17.780,card,ANON-0000-0000-0790,24.95,Special Brew 2
2023-10-20,2023-10-20 21:17:26.865,card,ANON-0000-0000-0791,32.97,Special Brew 3
2023-10-20,2023-10-20 21:25:00.085,card,ANON-0000-0000-0792,35.06,Caramel Dream
2025-10-20,2025-10-20 22:17:29.041,card,ANON-0000-0000-0550,36.01,Velvet Cloud
2025-10-21,2025-10-21 07:48:43.087,card,ANON-0000-0000-0696,33.28,Caramel Dream
2023-10-21,2023-10-21 08:19:56.383,card,ANON-0000-0000-0097,34.02,Caramel Dream
2024-10-21,2024-10-21 09:04:54.434,card,ANON-0000-0000-0385,29.92,Special Brew 6
2023-10-21,2023-10-21 09:34:25.547,card,ANON-0000-0000-0793,37.5,Caramel Dream
2023-10-21,2023-10-21 10:25:09.344,card,ANON-0000-0000-0700,25.88,Midnight Roast
2023-10-21,2023-10-21 10:41:44.725,card,ANON-0000-0000-0141,27.66,Special Brew 1
2023-10-21,2023-10-21 10:42:35.555,card,ANON-0000-0000-0141,24.76,Special Brew 5
2023-10-21,2023-10-21 11:27:41.654,card,ANON-0000-0000-0274,23.02,Urban Kick
2024-10-21,2024-10-21 12:40:24.294,card,ANON-0000-0000-0751,37.46,Velvet Cloud
2025-10-21,2025-10-21 14:42:56.049,card,ANON-0000-0000-0794,35.49,Caramel Dream
2025-10-21,2025-10-21 14:43:58.047,card,ANON-0000-0000-0726,33.26,Caramel Dream
2024-10-21,2024-10-21 15:27:02.441,card,ANON-0000-0000-0795,30.49,Special Brew 4
2025-10-21,2025-10-21 15:39:04.686,card,ANON-0000-0000-0796,28.31,Special Brew 1
2024-10-21,2024-10-21 16:42:57.468,card,ANON-0000-0000-0225,35.92,Special Brew 3
2023-10-21,2023-10-21 16:55:22.549,card,ANON-0000-0000-0797,38.29,Caramel Dream
2025-10-21,2025-10-21 19:21:13.352,card,ANON-0000-0000-0798,35.21,Choco Bliss
2025-10-21,2025-10-21 21:05:36.106,card,ANON-0000-0000-0799,33.43,Caramel Dream
2024-10-21,2024-10-21 22:30:44.450,card,ANON-0000-0000-0789,37.18,Special Brew 4
2023-10-21,2023-10-21 22:31:33.966,card,ANON-0000-0000-0791,37.71,Choco Bliss
2024-10-22,2024-10-22 07:32:59.530,card,ANON-0000-0000-0696,36.43,Caramel Dream
2023-10-22,2023-10-22 07:34:00.044,card,ANON-0000-0000-0696,34.25,Velvet Cloud
2023-10-22,2023-10-22 08:25:32.220,card,ANON-0000-0000-0276,29.9,Special Brew 6
2024-10-22,2024-10-22 09:17:50.407,card,ANON-0000-0000-0800,28.14,Special Brew 3
2025-10-22,2025-10-22 10:51:32.286,card,ANON-0000-0000-0402,19.49,Urban Kick
2024-10-22,2024-10-22 10:52:17.101,card,ANON-0000-0000-0402,26.24,Special Brew 2
2025-10-22,2025-10-22 18:07:02.574,card,ANON-0000-0000-0801,24.48,Midnight Roast
2024-10-22,2024-10-22 19:46:39.213,card,ANON-0000-0000-0507,34.83,Choco Bliss
2024-10-22,2024-10-22 19:47:50.466,card,ANON-0000-0000-0507,36.49,Caramel Dream
2025-10-23,2025-10-23 07:58:06.767,card,ANON-0000-0000-0696,36.14,Caramel Dream
2024-10-23,2024-10-23 08:45:14.798,card,ANON-0000-0000-0276,28.32,Special Brew 6
2025-10-23,2025-10-23 10:24:57.789,card,ANON-0000-0000-0141,27.2,Special Brew 10
2024-10-23,2024-10-23 12:31:05.425,card,ANON-0000-0000-0802,30.9,Special Brew 2
2023-10-23,2023-10-23 16:20:02.262,card,ANON-0000-0000-0803,29.75,Special Brew 2
2023-10-23,2023-10-23 16:21:09.035,card,ANON-0000-0000-0803,29.82,Special Brew 8
2023-10-23,2023-10-23 16:42:30.220,card,ANON-0000-0000-0804,38.66,Velvet Cloud
2023-10-23,2023-10-23 17:02:46.329,card,ANON-0000-0000-0805,23.87,Urban Kick
2023-10-23,2023-10-23 18:58:58.511,card,ANON-0000-0000-0040,33.06,Special Brew 4
2025-10-23,2025-10-23 19:00:43.029,card,ANON-0000-0000-0040,37.54,Velvet Cloud
2024-10-23,2024-10-23 21:57:20.745,card,ANON-0000-0000-0518,32.29,Special Brew 9
2024-10-23,2024-10-23 21:58:23.747,card,ANON-0000-0000-0806,34.51,Choco Bliss
2025-10-23,2025-10-23 22:23:38.310,card,ANON-0000-0000-0807,37.38,Caramel Dream
2023-10-24,2023-10-24 12:07:46.562,card,ANON-0000-0000-0808,25.43,Midnight Roast
2024-10-24,2024-10-24 13:23:59.581,card,ANON-0000-0000-0809,35.39,Velvet Cloud
2023-10-24,2023-10-24 14:09:46.711,card,ANON-0000-0000-0804,33.13,Velvet Cloud
2023-10-24,2023-10-24 14:49:01.859,card,ANON-0000-0000-0810,37.5,Choco Bliss
2024-10-24,2024-10-24 14:49:49.340,card,ANON-0000-0000-0810,38.27,Caramel Dream
2023-10-24,2023-10-24 15:47:32.792,card,ANON-0000-0000-0788,33.2,Caramel Dream
2024-10-24,2024-10-24 15:48:29.937,card,ANON-0000-0000-0788,37.0,Caramel Dream
2023-10-24,2023-10-24 18:53:47.318,card,ANON-0000-0000-0811,24.44,Midnight Roast
2023-10-24,2023-10-24 18:55:07.574,card,ANON-0000-0000-0811,25.77,Midnight Roast
2023-10-24,2023-10-24 19:50:18.736,card,ANON-0000-0000-0507,33.24,Caramel Dream
2025-10-24,2025-10-24 20:44:11.476,card,ANON-0000-0000-0812,25.43,Midnight Roast
2025-10-24,2025-10-24 21:14:44.888,card,ANON-0000-0000-0813,35.18,Choco Bliss
2024-10-24,2024-10-24 21:15:29.126,card,ANON-0000-0000-0813,34.08,Choco Bliss
2025-10-24,2025-10-24 21:56:20.063,card,ANON-0000-0000-0637,32.98,Choco Bliss
2025-10-24,2025-10-24 21:57:10.028,card,ANON-0000-0000-0637,35.72,Velvet Cloud
2025-10-25,2025-10-25 07:38:11.145,card,ANON-0000-0000-0696,35.74,Velvet Cloud
2023-10-25,2023-10-25 07:45:22.853,card,ANON-0000-0000-0402,23.21,Urban Kick
2023-10-25,2023-10-25 08:10:04.813,card,ANON-0000-0000-0570,38.4,Special Brew 4
2025-10-25,2025-10-25 08:10:54.567,card,ANON-0000-0000-0570,35.5,Caramel Dream
2023-10-25,2023-10-25 08:18:49.780,card,ANON-0000-0000-0084,37.71,Special Brew 4
2023-10-25,2023-10-25 10:03:28.304,card,ANON-0000-0000-0683,24.52,Midnight Roast
2023-10-25,2023-10-25 10:05:21.012,card,ANON-0000-0000-0683,24.65,Midnight Roast
2023-10-25,2023-10-25 10:51:01.298,card,ANON-0000-0000-0276,31.52,Special Brew 3
2024-10-25,2024-10-25 11:49:42.876,card,ANON-0000-0000-0012,35.16,Special Brew 7
2023-10-25,2023-10-25 11:50:30.398,card,ANON-0000-0000-0012,35.9,Special Brew 5
2024-10-25,2024-10-25 12:06:50.176,card,ANON-0000-0000-0141,23.96,Special Brew 6
2024-10-25,2024-10-25 12:40:37.466,card,ANON-0000-0000-0814,37.66,Caramel Dream
2025-10-25,2025-10-25 14:23:16.568,card,ANON-0000-0000-0137,33.58,Velvet Cloud
2025-10-25,2025-10-25 22:19:23.959,card,ANON-0000-0000-0815,34.22,Choco Bliss
2023-10-25,2023-10-25 22:22:31.745,card,ANON-0000-0000-0815,19.29,Urban Kick
2024-10-26,2024-10-26 07:49:59.226,card,ANON-0000-0000-0682,36.7,Velvet Cloud
2025-10-26,2025-10-26 08:41:44.502,card,ANON-0000-0000-0141,28.0,Special Brew 7
2025-10-26,2025-10-26 08:52:59.556,card,ANON-0000-0000-0334,33.05,Velvet Cloud
2025-10-26,2025-10-26 10:24:38.301,card,ANON-0000-0000-0816,27.72,Midnight Roast
2023-10-26,2023-10-26 12:18:09.342,card,ANON-0000-0000-0040,34.91,Special Brew 9
2025-10-26,2025-10-26 13:03:31.039,card,ANON-0000-0000-0817,37.53,Caramel Dream
2023-10-26,2023-10-26 14:34:58.654,card,ANON-0000-0000-0276,36.48,Caramel Dream
2025-10-26,2025-10-26 14:36:14.943,card,ANON-0000-0000-0276,30.91,Special Brew 5
2024-10-26,2024-10-26 15:05:22.072,card,ANON-0000-0000-0141,24.83,Special Brew 2
2023-10-26,2023-10-26 15:06:19.074,card,ANON-0000-0000-0141,24.74,Special Brew 7
2023-10-26,2023-10-26 15:38:28.729,card,ANON-0000-0000-0818,38.31,Caramel Dream
2025-10-26,2025-10-26 15:39:29.573,card,ANON-0000-0000-0818,36.29,Caramel Dream
2024-10-26,2024-10-26 15:52:01.660,card,ANON-0000-0000-0819,28.84,Special Brew 4
2025-10-26,2025-10-26 15:53:21.506,card,ANON-0000-0000-0820,28.65,Special Brew 6
2025-10-26,2025-10-26 19:19:21.305,card,ANON-0000-0000-0715,37.61,Velvet Cloud
2023-10-26,2023-10-26 20:34:46.718,card,ANON-0000-0000-0821,28.0,Special Brew 10
2023-10-27,2023-10-27 11:01:56.902,card,ANON-0000-0000-0347,31.31,Special Brew 10
2025-10-27,2025-10-27 12:53:25.989,card,ANON-0000-0000-0276,36.28,Caramel Dream
2023-10-27,2023-10-27 12:54:27.511,card,ANON-0000-0000-0276,29.41,Special Brew 10
2024-10-27,2024-10-27 13:43:46.609,card,ANON-0000-0000-0822,33.52,Velvet Cloud
2023-10-27,2023-10-27 16:17:06.175,card,ANON-0000-0000-0507,33.42,Caramel Dream
2023-10-28,2023-10-28 07:46:28.187,card,ANON-0000-0000-0696,36.94,Velvet Cloud
2023-10-28,2023-10-28 08:01:12.299,card,ANON-0000-0000-0823,28.52,Midnight Roast
2023-10-28,2023-10-28 08:35:02.901,card,ANON-0000-0000-0683,33.01,Caramel Dream
2025-10-28,2025-10-28 09:15:42.781,card,ANON-0000-0000-0242,28.47,Special Brew 4
2025-10-28,2025-10-28 11:42:36.495,card,ANON-0000-0000-0824,34.64,Caramel Dream
2023-10-28,2023-10-28 11:43:43.322,card,ANON-0000-0000-0824,34.51,Caramel Dream
2025-10-28,2025-10-28 12:01:36.054,card,ANON-0000-0000-0707,32.79,Choco Bliss
2025-10-28,2025-10-28 12:02:34.807,card,ANON-0000-0000-0825,31.29,Special Brew 4
2023-10-28,2023-10-28 12:21:30.418,card,ANON-0000-0000-0826,35.43,Velvet Cloud
2024-10-28,2024-10-28 14:10:54.611,card,ANON-0000-0000-0819,29.12,Special Brew 2
2023-10-28,2023-10-28 14:11:56.316,card,ANON-0000-0000-0819,32.39,Special Brew 5
2024-10-28,2024-10-28 14:30:59.561,card,ANON-0000-0000-0827,28.55,Special Brew 5
2024-10-28,2024-10-28 16:01:20.507,card,ANON-0000-0000-0159,35.12,Caramel Dream
2024-10-28,2024-10-28 17:55:18.119,card,ANON-0000-0000-0828,33.3,Special Brew 2
2024-10-28,2024-10-28 17:56:02.397,card,ANON-0000-0000-0828,37.67,Special Brew 7
2025-10-28,2025-10-28 19:10:25.255,card,ANON-0000-0000-0257,33.57,Velvet Cloud
2024-10-28,2024-10-28 21:20:03.622,card,ANON-0000-0000-0329,30.46,Special Brew 10
2023-10-28,2023-10-28 22:05:50.772,card,ANON-0000-0000-0695,32.48,Special Brew 2
2025-10-29,2025-10-29 08:40:52.355,card,ANON-0000-0000-0804,36.03,Caramel Dream
2024-10-29,2024-10-29 08:47:05.646,card,ANON-0000-0000-0683,36.51,Caramel Dream
2024-10-29,2024-10-29 09:31:57.680,card,ANON-0000-0000-0570,35.47,Caramel Dream
2024-10-29,2024-10-29 11:59:46.680,card,ANON-0000-0000-0829,29.98,Special Brew 10
2025-10-29,2025-10-29 12:21:36.806,card,ANON-0000-0000-0830,19.49,Urban Kick
2024-10-29,2024-10-29 14:15:43.838,card,ANON-0000-0000-0831,28.22,Special Brew 2
2025-10-29,2025-10-29 14:17:00.697,card,ANON-0000-0000-0831,27.08,Special Brew 10
2023-10-29,2023-10-29 14:37:35.961,card,ANON-0000-0000-0832,37.65,Velvet Cloud
2024-10-29,2024-10-29 16:09:33.742,card,ANON-0000-0000-0833,34.81,Choco Bliss
2024-10-29,2024-10-29 16:10:56.815,card,ANON-0000-0000-0834,33.6,Special Brew 4
2025-10-29,2025-10-29 16:17:33.443,card,ANON-0000-0000-0225,35.65,Special Brew 7
2023-10-29,2023-10-29 18:02:04.368,card,ANON-0000-0000-0835,29.02,Special Brew 9
2023-10-29,2023-10-29 18:02:57.432,card,ANON-0000-0000-0835,30.52,Special Brew 8
2024-10-29,2024-10-29 19:02:05.362,card,ANON-0000-0000-0836,33.78,Special Brew 5
2025-10-29,2025-10-29 19:05:44.436,card,ANON-0000-0000-0206,36.66,Velvet Cloud
2023-10-29,2023-10-29 19:51:12.926,card,ANON-0000-0000-0507,36.02,Choco Bliss
2025-10-29,2025-10-29 19:54:02.389,card,ANON-0000-0000-0507,37.66,Caramel Dream
2023-10-29,2023-10-29 20:07:35.659,card,ANON-0000-0000-0799,34.8,Caramel Dream
2023-10-30,2023-10-30 07:52:05.489,card,ANON-0000-0000-0703,32.99,Caramel Dream
2025-10-30,2025-10-30 08:46:26.777,card,ANON-0000-0000-0571,32.07,Special Brew 10
2024-10-30,2024-10-30 08:47:29.281,card,ANON-0000-0000-0571,33.36,Special Brew 9
2025-10-30,2025-10-30 09:11:29.359,card,ANON-0000-0000-0837,34.87,Caramel Dream
2024-10-30,2024-10-30 10:31:53.151,card,ANON-0000-0000-0838,34.25,Caramel Dream
2023-10-30,2023-10-30 10:33:07.699,card,ANON-0000-0000-0838,34.84,Caramel Dream
2025-10-30,2025-10-30 12:08:45.933,card,ANON-0000-0000-0375,36.35,Caramel Dream
2025-10-30,2025-10-30 12:09:46.789,card,ANON-0000-0000-0375,23.97,Midnight Roast
2025-10-30,2025-10-30 12:10:58.391,card,ANON-0000-0000-0734,30.89,Special Brew 6
2023-10-30,2023-10-30 12:37:00.765,card,ANON-0000-0000-0839,28.25,Midnight Roast
2024-10-30,2024-10-30 15:05:15.193,card,ANON-0000-0000-0507,33.39,Caramel Dream
2023-10-30,2023-10-30 15:07:03.043,card,ANON-0000-0000-0507,34.96,Caramel Dream
2025-10-30,2025-10-30 16:04:48.375,card,ANON-0000-0000-0840,31.15,Special Brew 8
2024-10-30,2024-10-30 18:08:12.493,card,ANON-0000-0000-0841,38.56,Choco Bliss
2023-10-30,2023-10-30 19:18:31.485,card,ANON-0000-0000-0819,33.42,Special Brew 2
2023-10-30,2023-10-30 19:43:21.190,card,ANON-0000-0000-0842,28.38,Special Brew 1
2023-10-31,2023-10-31 07:54:17.331,card,ANON-0000-0000-0703,36.52,Caramel Dream
